No.,キャリー (yds),トータル (yds),ボールスピード (m/s),最高到達点 (yds),打出角 (度),左右打出角 (度),キャリーサイド (yds),Club-type
57,125,131,43,24,22.2,2.6右,17.5右,7i
58,36,62,27,3,14.6,0.0,3.8左,9i
59,106,116,39,18,23.5,11.5左,40.1左,9i
60,77,90,31,10,21.3,0.3右,1.2右,9i
61,85,112,34,8,17.0,2.5右,6.3右,9i
62,88,91,33,19,29.5,9.9右,23.2右,9i
63,15,25,13,2,30.6,1.1右,1.2右,9i
64,88,96,34,15,24.9,8.2右,25.5右,9i
65,29,80,37,1,5.8,6.7右,5.2右,9i
66,96,99,36,22,29.6,1.5左,8.1右,9i
67,71,76,29,14,30.3,7.7右,19.4右,9i
68,34,69,29,2,11.5,10.7左,3.4左,9i
69,79,105,36,6,13.7,7.0右,21.3右,9i
70,103,108,37,22,27.3,6.9左,16.2左,9i
71,84,98,33,11,21.2,5.7右,13.9右,9i
72,18,24,14,3,29.5,27.1右,7.2右,9i
73,97,104,36,20,27.0,2.8左,7.4左,9i
74,4,47,33,0,0.7,9.7右,0.6右,9i
75,100,113,37,14,19.0,0.2左,8.1右,9i
76,105,111,38,20,25.1,3.9左,9.8左,9i
77,101,106,36,21,27.4,5.9左,10.2左,9i
78,86,97,33,14,24.1,2.4右,13.1右,9i
79,95,109,35,14,21.8,4.7左,11.0左,9i
80,9,54,32,0,2.2,0.0,0.2左,9i
81,30,77,35,1,7.0,2.4右,1.0左,9i
82,53,92,35,2,8.5,2.2右,7.3右,9i
83,99,105,36,20,26.8,6.8左,11.2左,9i
84,49,103,43,1,3.2,0.1右,2.4右,9i
85,98,111,36,14,20.7,5.5左,2.7左,9i
86,26,83,41,0,2.6,3.0左,0.3左,9i
87,11,48,28,0,3.7,4.8右,0.6右,9i
88,92,99,35,17,26.0,2.2左,5.6右,9i
89,105,118,37,16,22.1,12.2左,28.8左,9i
90,80,96,35,9,19.5,8.8右,27.0右,9i
91,56,74,29,6,19.3,9.9右,17.5右,9i
92,20,59,29,1,6.1,11.2左,2.9左,9i
93,24,52,25,1,10.9,10.9左,6.0左,9i
94,96,106,35,17,25.8,8.9左,22.1左,9i
95,28,70,32,1,7.5,5.9左,1.0左,7i
96,108,128,38,13,18.4,4.5左,5.6左,7i
97,44,101,43,2,7.4,10.3右,12.1右,7i
98,36,59,26,3,16.9,19.2左,15.6左,7i
99,26,53,24,2,13.0,14.1左,4.5左,7i
100,16,58,30,0,4.5,8.3右,2.9右,7i
101,78,97,32,10,21.7,1.2右,12.2右,7i
102,23,59,28,1,8.0,11.6左,5.8左,7i
103,11,46,27,0,3.7,10.8右,2.2右,7i
104,31,51,23,3,17.8,10.4左,8.4左,7i
105,21,46,23,1,11.8,10.3左,5.0左,7i
106,18,52,26,1,7.1,1.7右,1.3右,7i
107,43,76,31,2,10.8,0.4左,3.9右,7i
108,24,67,30,1,7.0,5.9左,1.5左,7i
109,14,50,27,0,5.0,14.9右,3.1右,7i
110,9,49,30,0,2.6,7.5右,1.0右,7i
111,11,47,26,0,4.2,5.5右,1.4右,7i
112,7,47,29,0,1.8,17.5右,2.1右,7i
113,21,33,16,2,20.4,35.9左,11.9左,7i
