No.,キャリー (yds),トータル (yds),ボールスピード (m/s),最高到達点 (yds),打出角 (度),左右打出角 (度),キャリーサイド (yds),Club-type
36,102,117,37,15,22.2,11.3左,30.3左,9i
37,73,78,30,23,41.4,9.4右,13.4右,9i
38,31,37,18,9,47.6,1.6右,2.5左,9i
39,97,112,36,14,22.8,3.2右,22.1右,9i
40,8,58,36,0,1.5,10.4左,1.5左,9i
41,92,100,34,19,29.1,0.8左,8.9右,9i
42,18,21,14,7,55.3,1.7左,1.4左,9i
43,57,74,26,8,24.8,4.5左,4.5左,9i
44,67,80,28,11,18.9,4.5左,0.0,9i
45,39,47,20,10,6.7,3.5左,0.7左,9i
46,67,75,27,14,6.1,5.2左,0.7左,9i
47,42,52,21,9,29.4,5.1右,17.2右,9i
48,86,100,32,14,10.5,4.9右,15.7右,9i
49,102,124,37,12,10.0,5.7左,1.6左,9i
50,87,95,33,18,31.1,1.4右,10.7右,9i
51,110,124,38,17,26.7,4.3右,12.6右,9i
52,33,65,25,2,11.7,3.2左,0.1右,9i
53,61,84,28,7,28.8,0.9左,5.4右,9i
54,92,101,34,18,34.0,2.7右,8.9右,9i
55,96,118,36,11,18.9,4.5左,0.0,9i
56,20,61,28,1,6.7,3.5左,0.7左,9i
57,29,79,37,1,6.1,5.2左,0.7左,9i
58,85,94,32,17,29.4,5.1右,17.2右,9i
59,72,104,37,4,10.5,4.9右,15.7右,9i
60,32,74,30,1,10.0,5.7左,1.6左,9i
61,102,108,37,24,31.1,1.4右,10.7右,9i
62,82,93,32,14,26.7,4.3右,12.6右,9i
63,27,59,25,1,11.7,3.2左,0.1右,9i
64,68,79,28,12,28.8,0.9左,5.4右,9i
65,93,99,35,23,33.3,2.6右,12.9右,9i
66,76,84,30,18,34.0,2.7右,8.9右,9i
67,71,81,29,14,30.1,0.8右,5.8右,9i
68,77,91,30,12,25.4,4.0左,6.2左,9i
69,75,85,30,14,28.5,12.1左,17.7左,9i
70,24,29,16,7,46.3,14.9左,6.5左,9i
71,12,37,21,0,7.5,6.6右,1.0右,9i
72,15,66,36,0,3.0,4.8右,1.7右,9i
73,9,48,29,0,2.6,2.3右,0.5右,9i
74,93,110,35,13,20.4,7.5左,14.1左,9i
75,65,88,32,6,16.2,13.8右,24.4右,9i
76,102,117,36,16,22.1,5.4左,6.3左,9i
77,36,85,38,1,7.1,5.8左,0.5左,9i
78,29,36,17,10,49.9,6.4右,0.3右,9i
79,95,111,36,13,20.4,5.6右,24.5右,9i
80,33,46,19,5,28.2,1.8左,0.4左,9i
81,75,98,33,8,18.3,2.2右,14.4右,9i
82,28,72,34,1,7.1,5.1左,0.6左,9i
83,106,112,38,25,29.6,2.2左,1.7左,9i
84,21,48,23,1,9.2,17.2左,7.3左,9i
85,70,82,29,11,25.3,5.6左,11.0左,9i
86,58,65,27,9,28.4,15.9右,24.9右,9i
87,17,55,28,0,6.0,12.0右,2.9右,9i
88,44,55,22,8,32.8,7.0左,5.8左,9i
89,80,110,35,7,16.0,13.9左,28.8左,9i
90,100,115,36,15,22.5,12.4左,34.0左,9i
91,99,105,36,22,29.1,3.5左,0.0,9i
92,76,81,30,17,32.8,1.3右,8.3右,9i
93,98,104,36,19,26.7,0.7左,4.3右,9i
94,80,108,33,8,16.8,3.0左,3.4左,9i
95,71,86,31,9,21.6,5.3右,17.1右,9i
96,87,107,34,11,19.7,1.5左,2.8右,9i
97,40,45,21,12,45.7,10.7左,10.3左,9i
98,72,83,29,13,27.6,8.2左,13.3左,9i
99,86,95,33,15,26.3,2.1右,4.9右,9i
100,91,101,34,14,22.8,1.7左,5.0右,9i
101,84,105,36,9,17.7,18.5左,39.9左,9i
102,26,47,20,2,18.5,12.8左,7.3左,9i
103,97,109,35,16,23.9,6.5左,18.0左,9i
104,89,105,34,13,23.5,9.7左,29.4左,9i
105,91,105,34,14,23.5,5.0左,9.9左,9i
106,91,102,34,16,25.6,0.5左,0.9左,9i
107,68,76,29,12,27.5,7.2右,15.8右,9i
108,93,105,35,15,23.5,0.7右,2.3右,9i
109,70,81,29,11,26.5,1.6右,5.1右,9i
110,76,107,34,6,14.2,4.3左,4.9左,9i
