No.,キャリー (yds),トータル (yds),ボールスピード (m/s),最高到達点 (yds),打出角 (度),左右打出角 (度),キャリーサイド (yds),Club-type
59,23,30,16,3,28.8,9.9左,5.8左,9i
60,69,72,29,25,45.6,13.3右,20.4右,9i
61,39,45,21,13,48.8,15.7右,7.6右,9i
62,37,39,20,13,49.1,15.0右,12.1右,9i
63,58,61,25,14,37.1,11.6右,12.5右,9i
64,25,61,28,1,6.5,0.5右,1.4右,9i
65,35,63,27,2,12.7,17.1右,13.1右,9i
66,4,37,27,0,1.1,5.3左,0.3左,9i
67,84,108,35,7,13.7,2.8左,0.1右,9i
68,39,90,39,1,5.4,6.6右,7.5右,9i
69,91,106,35,11,18.6,1.8右,9.2右,9i
70,-,-,-,-,-,-,-,9i
71,32,78,35,1,5.7,11.8右,8.4右,9i
72,82,92,32,12,23.0,2.8右,12.3右,9i
73,68,97,35,5,12.6,9.9右,20.3右,9i
74,5,39,27,0,1.8,27.2右,2.4右,9i
75,71,87,31,8,20.1,13.2右,25.7右,9i
76,73,97,34,7,15.5,13.0右,27.0右,9i
77,77,92,32,9,19.7,0.8右,7.2右,9i
78,9,40,24,0,4.5,4.8左,0.6左,9i
79,24,44,20,2,17.9,16.8右,8.5右,9i
80,31,50,20,4,23.3,7.3右,6.5右,9i
81,29,31,17,9,46.8,30.1右,14.5右,9i
82,21,32,16,2,21.3,3.0右,2.0右,9i
83,81,84,32,23,37.5,7.1右,12.3右,9i
84,88,90,34,23,33.5,1.9右,5.6右,9i
85,93,98,35,21,29.5,3.1右,11.0右,9i
86,85,105,36,9,16.6,10.0右,28.8右,9i
87,61,130,55,1,3.9,16.8左,24.1左,9i
88,91,105,37,11,19.3,9.2右,30.8右,9i
89,86,140,55,4,7.8,17.8左,42.2左,9i
90,20,83,41,0,2.9,17.0右,6.2右,9i
91,81,91,32,12,23.6,8.7右,20.4右,9i
92,14,23,13,2,23.1,4.7右,1.1右,9i
93,71,93,32,8,18.6,10.8左,21.9左,9i
94,73,83,30,12,25.6,1.0右,2.9右,9i
95,52,64,26,7,24.2,23.1右,27.2右,9i
96,32,64,27,1,8.8,5.4左,1.4左,9i
97,90,99,34,16,25.5,2.6左,11.9左,9i
98,91,101,34,15,24.3,6.9左,19.9左,9i
99,92,99,34,17,25.7,1.3左,4.4左,9i
100,20,27,14,4,36.6,12.0右,4.1右,9i
101,21,46,21,1,13.1,25.3右,10.3右,9i
102,20,44,19,1,14.8,7.7右,3.4右,9i
103,82,94,33,11,21.2,5.7右,19.3右,9i
104,38,66,27,3,15.6,10.2右,10.6右,9i
105,40,65,26,3,12.7,6.5右,5.5右,9i
106,82,105,37,8,16.1,11.4右,31.1右,9i
107,37,56,23,4,22.1,0.6右,4.3右,9i
108,50,111,48,1,6.0,14.0左,17.3左,9i
109,65,124,50,3,8.0,13.0左,23.3左,9i
